Station ID,Latitude,Longitude,Address,Charger Type,Cost (USD/kWh),Availability,Distance to City (km),Usage Stats (avg users/day),Station Operator,Charging Capacity (kW),Connector Types,Installation Year,Renewable Energy Source,Reviews (Rating),Parking Spots,Maintenance Frequency
EVS00151,-13.956652,77.822198,"9467 Random Rd, City 394, Country",AC Level 2,0.5,9:00-18:00,19.37,22,Ionity,50,CCS,2013,Yes,3.2,7,Quarterly
EVS00152,52.489213,13.427218,"9559 Berlin Ave, Berlin",AC Level 2,0.25,9:00-18:00,11.02,92,Greenlots,22,"CCS, Tesla",2017,No,4.1,3,Monthly
EVS00153,-33.833546,18.554578,"1810 Cape Town Ave, Cape Town",AC Level 2,0.33,6:00-22:00,7.88,90,ChargePoint,150,"Tesla, CHAdeMO",2015,No,4.6,1,Quarterly
EVS00154,43.646213,-79.323081,"8891 Toronto Ave, Toronto",AC Level 2,0.33,24/7,3.85,39,Greenlots,150,"CHAdeMO, Tesla",2019,Yes,4.7,5,Quarterly
EVS00155,25.200341,55.397243,"866 Dubai Ave, Dubai",AC Level 2,0.11,6:00-22:00,5.51,93,Tesla,50,"Type 2, CCS",2019,Yes,4.3,4,Annually
EVS00156,25.326558,55.384526,"8440 Dubai Ave, Dubai",AC Level 2,0.45,24/7,9.78,23,Greenlots,350,"CHAdeMO, Tesla",2020,No,3.7,10,Quarterly
EVS00157,-33.830829,151.307906,"4259 Sydney Ave, Sydney",AC Level 2,0.22,24/7,4.19,18,Tesla,22,Tesla,2022,Yes,4.9,9,Monthly
EVS00158,13.874674,100.504928,"8145 Bangkok Ave, Bangkok",DC Fast Charger,0.13,6:00-22:00,14.81,42,Greenlots,150,CCS,2011,Yes,4.9,4,Monthly
EVS00159,41.810569,-87.627675,"2502 Chicago Ave, Chicago",AC Level 2,0.37,9:00-18:00,13.61,41,Greenlots,50,CHAdeMO,2021,No,4.0,6,Annually
EVS00160,39.990154,116.393454,"5969 Beijing Ave, Beijing",DC Fast Charger,0.39,6:00-22:00,17.32,32,Ionity,350,Tesla,2010,No,4.9,3,Monthly
EVS00161,79.688544,-145.764185,"4227 Random Rd, City 428, Country",AC Level 2,0.12,9:00-18:00,14.91,53,ChargePoint,22,"CCS, Tesla",2016,No,4.9,3,Annually
EVS00162,37.865915,-122.317142,"273 San Francisco Ave, San Francisco",DC Fast Charger,0.3,24/7,13.53,30,Ionity,150,CCS,2018,Yes,4.5,3,Annually
EVS00163,55.778004,37.613105,"9567 Moscow Ave, Moscow",DC Fast Charger,0.29,9:00-18:00,18.4,17,Tesla,350,Tesla,2021,No,3.8,1,Quarterly
EVS00164,55.767176,37.663525,"2651 Moscow Ave, Moscow",AC Level 1,0.12,6:00-22:00,16.5,52,Greenlots,22,Tesla,2015,Yes,4.0,2,Annually
EVS00165,34.149479,-118.221804,"9305 Los Angeles Ave, Los Angeles",AC Level 1,0.46,9:00-18:00,18.56,100,ChargePoint,50,"CHAdeMO, CCS",2022,Yes,4.2,9,Monthly
EVS00166,39.86551,116.33183,"3107 Beijing Ave, Beijing",AC Level 1,0.15,6:00-22:00,16.48,70,Tesla,350,"CCS, CHAdeMO",2013,No,3.7,9,Quarterly
EVS00167,37.56301,127.076728,"9001 Seoul Ave, Seoul",DC Fast Charger,0.33,24/7,4.01,53,EVgo,150,CHAdeMO,2014,Yes,4.7,5,Quarterly
EVS00168,37.703091,-122.413612,"2338 San Francisco Ave, San Francisco",DC Fast Charger,0.13,9:00-18:00,16.32,69,Ionity,150,"Tesla, CHAdeMO",2015,Yes,3.4,7,Monthly
EVS00169,34.000561,-118.273892,"7216 Los Angeles Ave, Los Angeles",DC Fast Charger,0.47,6:00-22:00,19.4,37,Ionity,22,CCS,2013,Yes,3.8,1,Monthly
EVS00170,-33.716354,151.310527,"3420 Sydney Ave, Sydney",AC Level 2,0.38,24/7,12.78,94,Greenlots,350,CCS,2012,No,4.6,4,Annually
EVS00171,46.166127,-87.073986,"8513 Random Rd, City 75, Country",AC Level 1,0.17,9:00-18:00,6.24,21,EVgo,150,Type 2,2015,Yes,3.2,5,Annually
EVS00172,37.654957,127.051576,"7508 Seoul Ave, Seoul",DC Fast Charger,0.4,24/7,11.93,35,Tesla,350,"CHAdeMO, Type 2",2017,Yes,4.2,4,Annually
EVS00173,37.831442,-122.304284,"8034 San Francisco Ave, San Francisco",AC Level 2,0.19,6:00-22:00,11.19,31,ChargePoint,50,Tesla,2017,No,4.3,3,Monthly
EVS00174,52.50332,13.424196,"4929 Berlin Ave, Berlin",AC Level 1,0.32,24/7,7.39,45,ChargePoint,22,"CHAdeMO, Tesla",2016,No,4.8,3,Annually
EVS00175,37.710036,-122.331396,"4448 San Francisco Ave, San Francisco",DC Fast Charger,0.4,9:00-18:00,3.08,80,EVgo,150,"Type 2, Tesla",2014,Yes,5.0,5,Monthly
EVS00176,37.631834,126.962567,"9513 Seoul Ave, Seoul",DC Fast Charger,0.17,24/7,12.86,56,ChargePoint,350,Type 2,2015,No,4.1,4,Annually
EVS00177,41.931228,-87.716399,"7820 Chicago Ave, Chicago",AC Level 2,0.26,6:00-22:00,14.74,25,ChargePoint,150,"CHAdeMO, Type 2",2010,Yes,3.4,4,Annually
EVS00178,39.906152,116.318801,"3436 Beijing Ave, Beijing",AC Level 1,0.49,9:00-18:00,2.45,56,Greenlots,350,Type 2,2022,No,4.4,9,Annually
EVS00179,19.495854,-99.182497,"4247 Mexico City Ave, Mexico City",AC Level 2,0.13,24/7,1.96,75,Tesla,150,"CHAdeMO, Type 2",2017,Yes,3.4,3,Annually
EVS00180,55.763502,37.68355,"1592 Moscow Ave, Moscow",AC Level 2,0.29,9:00-18:00,19.63,77,EVgo,50,"CHAdeMO, Tesla",2017,Yes,4.3,3,Monthly
EVS00181,-9.607391,161.811368,"7167 Random Rd, City 496, Country",AC Level 2,0.14,6:00-22:00,5.29,79,Ionity,22,"Type 2, Tesla",2019,No,4.4,6,Annually
EVS00182,37.689983,127.09878,"7953 Seoul Ave, Seoul",AC Level 1,0.3,24/7,4.23,38,Ionity,22,"Type 2, Tesla",2015,No,4.4,9,Quarterly
EVS00183,-23.584593,-46.502028,"4051 São Paulo Ave, São Paulo",AC Level 1,0.19,24/7,7.58,75,EVgo,350,"Tesla, Type 2",2023,Yes,4.5,3,Monthly
EVS00184,19.435785,-99.162652,"4717 Mexico City Ave, Mexico City",DC Fast Charger,0.27,6:00-22:00,16.86,12,ChargePoint,150,"CCS, CHAdeMO",2022,No,3.3,1,Annually
EVS00185,-23.514985,-46.582148,"8712 São Paulo Ave, São Paulo",AC Level 2,0.48,9:00-18:00,4.83,13,Greenlots,150,CHAdeMO,2021,No,5.0,10,Quarterly
EVS00186,19.497968,-99.051454,"2955 Mexico City Ave, Mexico City",AC Level 1,0.31,6:00-22:00,11.61,35,Tesla,150,"CCS, CHAdeMO",2020,No,4.1,4,Annually
EVS00187,19.067347,72.861488,"5172 Mumbai Ave, Mumbai",DC Fast Charger,0.31,6:00-22:00,3.65,23,EVgo,50,Tesla,2011,No,4.4,9,Monthly
EVS00188,43.610363,-79.48986,"662 Toronto Ave, Toronto",DC Fast Charger,0.35,24/7,18.49,15,Greenlots,22,Type 2,2022,Yes,3.6,2,Quarterly
EVS00189,13.863524,100.491938,"4948 Bangkok Ave, Bangkok",AC Level 1,0.48,6:00-22:00,4.24,28,Ionity,22,CHAdeMO,2022,No,3.1,7,Quarterly
EVS00190,13.705385,100.441089,"5090 Bangkok Ave, Bangkok",AC Level 1,0.44,24/7,19.45,79,Greenlots,350,CCS,2011,No,3.4,7,Annually
EVS00191,-30.463477,72.967255,"9687 Random Rd, City 275, Country",AC Level 2,0.25,24/7,1.49,78,Ionity,150,"Type 2, Tesla",2017,Yes,4.3,2,Quarterly
EVS00192,19.504212,-99.067726,"950 Mexico City Ave, Mexico City",DC Fast Charger,0.23,24/7,17.85,56,EVgo,50,CHAdeMO,2012,No,3.2,5,Quarterly
EVS00193,19.122767,72.980839,"4932 Mumbai Ave, Mumbai",AC Level 2,0.15,9:00-18:00,11.54,58,ChargePoint,50,Type 2,2011,No,4.9,2,Annually
EVS00194,52.403092,13.4685,"103 Berlin Ave, Berlin",AC Level 1,0.26,9:00-18:00,9.22,70,Tesla,350,CHAdeMO,2012,Yes,3.8,7,Quarterly
EVS00195,43.762853,-79.467943,"8558 Toronto Ave, Toronto",DC Fast Charger,0.48,9:00-18:00,11.94,95,EVgo,150,CHAdeMO,2010,No,3.9,4,Quarterly
EVS00196,-23.518493,-46.619176,"8293 São Paulo Ave, São Paulo",AC Level 1,0.11,9:00-18:00,8.1,30,ChargePoint,350,Tesla,2023,No,4.3,5,Monthly
EVS00197,55.704517,37.512364,"9086 Moscow Ave, Moscow",AC Level 1,0.36,24/7,14.41,31,Tesla,50,"CHAdeMO, Tesla",2011,Yes,3.5,7,Monthly
EVS00198,52.52717,13.326888,"2447 Berlin Ave, Berlin",AC Level 1,0.14,9:00-18:00,4.39,92,EVgo,350,Tesla,2014,Yes,4.8,10,Quarterly
EVS00199,25.303691,55.263575,"6519 Dubai Ave, Dubai",DC Fast Charger,0.29,24/7,5.79,45,Greenlots,150,"Tesla, CHAdeMO",2019,No,4.8,9,Monthly
EVS00200,34.134092,-118.275174,"9336 Los Angeles Ave, Los Angeles",DC Fast Charger,0.33,9:00-18:00,2.22,17,Tesla,350,CCS,2011,Yes,3.3,10,Quarterly
EVS00201,69.714553,92.357163,"7820 Random Rd, City 148, Country",AC Level 1,0.38,6:00-22:00,19.15,19,Greenlots,150,"Tesla, CCS",2023,No,4.8,7,Monthly
EVS00202,52.432821,13.430675,"275 Berlin Ave, Berlin",AC Level 2,0.11,6:00-22:00,10.66,18,Tesla,22,Tesla,2022,No,4.4,10,Quarterly
EVS00203,-33.701565,18.55943,"9022 Cape Town Ave, Cape Town",AC Level 2,0.15,6:00-22:00,16.61,51,EVgo,150,CHAdeMO,2018,Yes,3.2,2,Quarterly
EVS00204,-33.891384,18.420943,"4885 Cape Town Ave, Cape Town",AC Level 1,0.49,9:00-18:00,4.28,81,ChargePoint,22,Type 2,2011,Yes,3.9,3,Annually
EVS00205,43.740446,-79.416778,"5225 Toronto Ave, Toronto",AC Level 1,0.14,6:00-22:00,6.97,78,ChargePoint,22,CHAdeMO,2020,Yes,3.0,6,Annually
EVS00206,19.597756,-99.043345,"4652 Mexico City Ave, Mexico City",AC Level 2,0.38,24/7,18.6,66,Greenlots,50,CCS,2012,Yes,4.4,4,Annually
EVS00207,52.541805,13.322045,"9330 Berlin Ave, Berlin",DC Fast Charger,0.17,9:00-18:00,2.03,16,Ionity,350,"Type 2, Tesla",2023,Yes,4.1,5,Annually
EVS00208,39.945845,116.403545,"7980 Beijing Ave, Beijing",AC Level 2,0.34,6:00-22:00,17.98,92,Greenlots,50,Tesla,2010,No,4.2,3,Annually
EVS00209,-33.781737,151.240717,"2207 Sydney Ave, Sydney",AC Level 2,0.45,9:00-18:00,19.41,69,Tesla,350,"Type 2, CCS",2017,Yes,4.1,10,Annually
EVS00210,19.073252,72.877056,"5565 Mumbai Ave, Mumbai",AC Level 2,0.33,24/7,4.19,70,Tesla,350,CHAdeMO,2010,No,3.4,3,Quarterly
EVS00211,38.12088,115.97817,"3257 Random Rd, City 66, Country",AC Level 1,0.43,24/7,7.52,43,Greenlots,50,"Tesla, Type 2",2014,Yes,3.5,4,Monthly
EVS00212,55.71259,37.530612,"9181 Moscow Ave, Moscow",DC Fast Charger,0.42,24/7,5.35,32,EVgo,350,"Type 2, CHAdeMO",2011,No,4.8,10,Monthly
EVS00213,41.968499,-87.722968,"4470 Chicago Ave, Chicago",DC Fast Charger,0.22,24/7,10.63,32,Ionity,22,"Type 2, Tesla",2018,Yes,4.7,1,Monthly
EVS00214,19.587109,-99.138539,"226 Mexico City Ave, Mexico City",AC Level 1,0.11,6:00-22:00,14.17,52,Greenlots,150,"Type 2, CHAdeMO",2015,Yes,4.2,3,Monthly
EVS00215,37.788542,-122.324005,"6861 San Francisco Ave, San Francisco",DC Fast Charger,0.22,9:00-18:00,12.98,30,ChargePoint,22,"Tesla, Type 2",2011,No,3.7,6,Annually
EVS00216,13.762907,100.468836,"3504 Bangkok Ave, Bangkok",AC Level 2,0.24,6:00-22:00,7.95,90,EVgo,22,Tesla,2013,Yes,3.9,9,Monthly
EVS00217,37.588369,126.921526,"9968 Seoul Ave, Seoul",DC Fast Charger,0.27,24/7,15.99,94,EVgo,22,Type 2,2019,No,3.4,4,Monthly
EVS00218,19.497339,-99.185746,"7958 Mexico City Ave, Mexico City",DC Fast Charger,0.22,24/7,2.9,65,Ionity,150,CCS,2014,No,4.8,2,Annually
EVS00219,37.843346,-122.338399,"5083 San Francisco Ave, San Francisco",AC Level 1,0.25,9:00-18:00,16.3,71,ChargePoint,150,"Tesla, CHAdeMO",2021,No,4.6,5,Quarterly
EVS00220,25.210258,55.346141,"4620 Dubai Ave, Dubai",AC Level 2,0.32,6:00-22:00,13.84,93,Tesla,350,"Tesla, Type 2",2010,No,3.0,9,Annually
EVS00221,81.886622,-43.849635,"3372 Random Rd, City 151, Country",AC Level 1,0.3,6:00-22:00,14.6,73,EVgo,150,Type 2,2023,Yes,4.1,9,Annually
EVS00222,52.54231,13.309848,"7852 Berlin Ave, Berlin",AC Level 1,0.23,9:00-18:00,9.55,49,Ionity,150,Type 2,2023,No,4.7,5,Quarterly
EVS00223,43.758918,-79.407208,"9887 Toronto Ave, Toronto",AC Level 1,0.22,6:00-22:00,13.18,40,EVgo,150,"Type 2, CHAdeMO",2020,Yes,4.0,4,Monthly
EVS00224,25.248905,55.225362,"2646 Dubai Ave, Dubai",DC Fast Charger,0.33,9:00-18:00,10.57,63,EVgo,22,Tesla,2017,Yes,4.0,1,Quarterly
EVS00225,37.547787,126.939294,"4917 Seoul Ave, Seoul",AC Level 1,0.42,9:00-18:00,7.24,19,ChargePoint,22,Type 2,2010,Yes,4.6,8,Monthly
EVS00226,13.76758,100.486263,"4786 Bangkok Ave, Bangkok",DC Fast Charger,0.45,6:00-22:00,15.4,70,Greenlots,350,"CHAdeMO, CCS",2019,Yes,4.3,5,Quarterly
EVS00227,37.547658,126.915145,"2267 Seoul Ave, Seoul",AC Level 1,0.26,9:00-18:00,5.68,43,EVgo,22,CCS,2017,Yes,4.5,2,Annually
EVS00228,-33.823268,151.232562,"9700 Sydney Ave, Sydney",DC Fast Charger,0.49,9:00-18:00,12.13,92,Greenlots,22,CHAdeMO,2019,Yes,4.9,3,Quarterly
EVS00229,19.468829,-99.130994,"3482 Mexico City Ave, Mexico City",AC Level 2,0.35,24/7,15.25,49,Tesla,22,CHAdeMO,2020,Yes,3.6,2,Monthly
EVS00230,19.443801,-99.147814,"9591 Mexico City Ave, Mexico City",DC Fast Charger,0.1,9:00-18:00,15.67,45,Ionity,22,Tesla,2010,Yes,3.9,3,Monthly
EVS00231,-84.73177,-63.29619,"9516 Random Rd, City 95, Country",AC Level 2,0.19,24/7,2.77,60,Greenlots,22,"CCS, Tesla",2018,Yes,4.6,7,Annually
EVS00232,41.871045,-87.696168,"3472 Chicago Ave, Chicago",DC Fast Charger,0.38,6:00-22:00,8.58,41,EVgo,50,"Type 2, Tesla",2010,No,3.4,6,Quarterly
EVS00233,-33.710764,18.438451,"3167 Cape Town Ave, Cape Town",AC Level 1,0.36,24/7,0.9,56,Ionity,350,CCS,2019,No,3.6,4,Monthly
EVS00234,-33.829813,18.429813,"9279 Cape Town Ave, Cape Town",AC Level 2,0.29,6:00-22:00,6.75,98,Ionity,50,CHAdeMO,2016,No,4.6,3,Monthly
EVS00235,39.872016,116.34164,"2695 Beijing Ave, Beijing",DC Fast Charger,0.12,9:00-18:00,5.59,72,ChargePoint,22,"Type 2, Tesla",2021,No,3.9,3,Annually
EVS00236,37.640026,127.005849,"1703 Seoul Ave, Seoul",AC Level 2,0.32,6:00-22:00,13.19,20,EVgo,22,CCS,2020,Yes,3.1,6,Annually
EVS00237,37.600456,126.979585,"7608 Seoul Ave, Seoul",AC Level 2,0.1,9:00-18:00,10.03,41,Tesla,50,"Type 2, Tesla",2023,Yes,4.8,9,Quarterly
EVS00238,37.561871,127.092221,"4891 Seoul Ave, Seoul",DC Fast Charger,0.33,9:00-18:00,16.23,98,Tesla,150,Tesla,2019,No,4.7,6,Monthly
EVS00239,34.128264,-118.311889,"9259 Los Angeles Ave, Los Angeles",AC Level 2,0.18,9:00-18:00,12.95,94,Ionity,150,Tesla,2014,Yes,3.2,8,Quarterly
EVS00240,34.177621,-118.305489,"5512 Los Angeles Ave, Los Angeles",AC Level 1,0.48,9:00-18:00,5.95,23,Ionity,22,"Type 2, CHAdeMO",2022,Yes,4.8,3,Monthly
EVS00241,-86.59932,-161.131751,"946 Random Rd, City 69, Country",AC Level 1,0.3,6:00-22:00,5.66,67,Greenlots,350,CCS,2011,Yes,4.8,3,Quarterly
EVS00242,43.734902,-79.41759,"8128 Toronto Ave, Toronto",AC Level 2,0.21,6:00-22:00,8.91,50,Ionity,50,"Tesla, CHAdeMO",2013,Yes,4.8,10,Monthly
EVS00243,55.838418,37.513429,"9065 Moscow Ave, Moscow",AC Level 1,0.44,9:00-18:00,14.77,40,EVgo,350,CCS,2013,No,3.7,6,Annually
EVS00244,34.080718,-118.301171,"3264 Los Angeles Ave, Los Angeles",AC Level 2,0.1,6:00-22:00,12.34,89,ChargePoint,50,"Type 2, CHAdeMO",2013,No,4.9,1,Monthly
EVS00245,37.830896,-122.390708,"239 San Francisco Ave, San Francisco",AC Level 2,0.13,6:00-22:00,7.96,17,ChargePoint,150,Tesla,2020,Yes,4.9,3,Annually
EVS00246,25.348174,55.20068,"887 Dubai Ave, Dubai",AC Level 2,0.26,6:00-22:00,3.26,25,Greenlots,350,Type 2,2017,Yes,4.5,7,Quarterly
EVS00247,34.105927,-118.212816,"9612 Los Angeles Ave, Los Angeles",AC Level 1,0.17,9:00-18:00,11.8,10,EVgo,50,Type 2,2015,No,3.4,6,Monthly
EVS00248,19.144849,72.898404,"3800 Mumbai Ave, Mumbai",DC Fast Charger,0.44,6:00-22:00,10.95,92,Tesla,150,"CCS, Type 2",2012,Yes,3.5,7,Quarterly
EVS00249,13.777659,100.465865,"98 Bangkok Ave, Bangkok",DC Fast Charger,0.22,9:00-18:00,18.59,11,Greenlots,22,CCS,2017,No,5.0,5,Monthly
EVS00250,37.703572,-122.444391,"8981 San Francisco Ave, San Francisco",DC Fast Charger,0.33,6:00-22:00,19.44,31,ChargePoint,50,Tesla,2010,Yes,4.4,10,Annually
EVS00251,78.74773,-132.392406,"8144 Random Rd, City 88, Country",DC Fast Charger,0.29,9:00-18:00,13.59,53,EVgo,22,"CHAdeMO, Tesla",2019,No,4.1,9,Monthly
EVS00252,37.685383,126.958694,"6714 Seoul Ave, Seoul",AC Level 2,0.21,9:00-18:00,18.15,81,Tesla,350,"Tesla, Type 2",2010,Yes,3.2,7,Monthly
EVS00253,37.632277,127.004627,"1747 Seoul Ave, Seoul",DC Fast Charger,0.13,24/7,3.83,89,Ionity,50,"Tesla, Type 2",2022,No,3.3,8,Quarterly
EVS00254,52.508405,13.333464,"3604 Berlin Ave, Berlin",AC Level 1,0.38,9:00-18:00,4.98,54,ChargePoint,150,CCS,2015,No,5.0,1,Quarterly
EVS00255,19.404685,-99.127439,"9106 Mexico City Ave, Mexico City",DC Fast Charger,0.18,24/7,4.54,93,EVgo,350,CHAdeMO,2018,Yes,4.7,10,Annually
EVS00256,39.941392,116.25923,"7234 Beijing Ave, Beijing",AC Level 2,0.24,24/7,18.45,21,ChargePoint,50,"CHAdeMO, Tesla",2016,Yes,3.5,5,Quarterly
EVS00257,13.722264,100.567829,"2574 Bangkok Ave, Bangkok",AC Level 1,0.45,24/7,19.91,49,Tesla,22,CHAdeMO,2011,No,4.0,3,Quarterly
EVS00258,25.265093,55.226448,"3303 Dubai Ave, Dubai",AC Level 2,0.4,9:00-18:00,16.26,30,Ionity,150,"Tesla, Type 2",2020,No,3.5,2,Annually
EVS00259,19.058959,72.900589,"3146 Mumbai Ave, Mumbai",AC Level 2,0.17,24/7,19.58,13,EVgo,350,CHAdeMO,2012,No,3.9,4,Quarterly
EVS00260,-23.510628,-46.569964,"7548 São Paulo Ave, São Paulo",DC Fast Charger,0.34,6:00-22:00,3.68,63,Ionity,22,"Tesla, CHAdeMO",2023,Yes,4.4,2,Annually
EVS00261,28.281488,-125.849439,"4938 Random Rd, City 479, Country",AC Level 2,0.21,9:00-18:00,3.99,49,EVgo,50,CCS,2016,No,4.6,6,Quarterly
EVS00262,-33.721297,151.338581,"6384 Sydney Ave, Sydney",AC Level 2,0.13,9:00-18:00,17.13,77,ChargePoint,50,"CCS, CHAdeMO",2022,Yes,3.5,3,Annually
EVS00263,37.52891,126.959773,"5718 Seoul Ave, Seoul",DC Fast Charger,0.42,9:00-18:00,4.88,30,Greenlots,50,"CCS, CHAdeMO",2022,Yes,3.5,3,Monthly
EVS00264,18.973531,72.909859,"1953 Mumbai Ave, Mumbai",AC Level 2,0.5,9:00-18:00,3.69,81,EVgo,50,CHAdeMO,2020,Yes,3.7,6,Monthly
EVS00265,52.555114,13.301449,"5383 Berlin Ave, Berlin",DC Fast Charger,0.2,24/7,19.99,55,Tesla,350,CHAdeMO,2021,No,5.0,9,Annually
EVS00266,25.283727,55.332696,"7437 Dubai Ave, Dubai",AC Level 1,0.19,6:00-22:00,19.31,83,EVgo,150,"CCS, Tesla",2020,Yes,3.5,5,Quarterly
EVS00267,52.513884,13.34218,"9781 Berlin Ave, Berlin",AC Level 2,0.44,9:00-18:00,10.33,94,EVgo,50,"Tesla, CHAdeMO",2022,No,4.4,2,Monthly
EVS00268,34.096886,-118.312036,"8076 Los Angeles Ave, Los Angeles",DC Fast Charger,0.21,6:00-22:00,4.69,53,Ionity,50,Tesla,2021,No,4.0,10,Annually
EVS00269,39.93656,116.409142,"9697 Beijing Ave, Beijing",AC Level 2,0.24,24/7,5.66,75,Tesla,50,Type 2,2014,Yes,4.3,8,Annually
EVS00270,18.917156,72.936819,"3111 Mumbai Ave, Mumbai",DC Fast Charger,0.27,9:00-18:00,13.77,20,Ionity,150,CCS,2018,No,4.0,1,Monthly
EVS00271,6.75617,79.80785,"1215 Random Rd, City 269, Country",AC Level 2,0.16,6:00-22:00,6.52,94,ChargePoint,50,CHAdeMO,2012,No,3.5,4,Annually
EVS00272,41.815772,-87.730727,"8765 Chicago Ave, Chicago",DC Fast Charger,0.17,9:00-18:00,10.65,57,Ionity,22,"CHAdeMO, Type 2",2017,Yes,4.7,2,Monthly
EVS00273,19.466545,-99.16205,"9302 Mexico City Ave, Mexico City",AC Level 2,0.45,24/7,9.92,74,EVgo,22,"CCS, Tesla",2014,No,3.3,9,Annually
EVS00274,-23.602488,-46.636511,"9302 São Paulo Ave, São Paulo",AC Level 2,0.15,6:00-22:00,16.56,71,Greenlots,50,CHAdeMO,2018,No,4.8,7,Quarterly
EVS00275,34.028378,-118.297633,"4406 Los Angeles Ave, Los Angeles",AC Level 1,0.24,9:00-18:00,8.19,24,Greenlots,22,"CHAdeMO, CCS",2011,Yes,4.1,5,Monthly
EVS00276,19.532421,-99.126077,"3671 Mexico City Ave, Mexico City",AC Level 1,0.31,9:00-18:00,16.13,22,Tesla,22,"CCS, Type 2",2020,Yes,3.8,5,Annually
EVS00277,25.235701,55.351914,"1979 Dubai Ave, Dubai",AC Level 2,0.4,6:00-22:00,13.94,82,Greenlots,50,"Type 2, CCS",2011,Yes,3.8,5,Annually
EVS00278,18.944316,72.890218,"3276 Mumbai Ave, Mumbai",DC Fast Charger,0.37,24/7,3.84,98,EVgo,150,Tesla,2020,No,3.2,2,Quarterly
EVS00279,52.516503,13.495058,"5856 Berlin Ave, Berlin",AC Level 2,0.38,6:00-22:00,9.33,61,Greenlots,22,CCS,2014,Yes,4.5,7,Quarterly
EVS00280,34.170605,-118.35924,"4464 Los Angeles Ave, Los Angeles",AC Level 2,0.14,6:00-22:00,17.41,43,EVgo,350,"CHAdeMO, CCS",2021,No,4.5,7,Annually
EVS00281,26.820762,-144.266635,"7068 Random Rd, City 179, Country",AC Level 2,0.5,9:00-18:00,2.04,48,EVgo,150,Type 2,2017,Yes,3.8,5,Annually
EVS00282,55.759832,37.610333,"8217 Moscow Ave, Moscow",AC Level 2,0.5,6:00-22:00,13.15,91,EVgo,350,"Type 2, CHAdeMO",2017,Yes,3.9,7,Annually
EVS00283,13.700548,100.51139,"9864 Bangkok Ave, Bangkok",DC Fast Charger,0.46,24/7,6.03,96,Greenlots,50,CHAdeMO,2023,Yes,3.3,3,Quarterly
EVS00284,55.835176,37.526395,"8022 Moscow Ave, Moscow",AC Level 2,0.17,9:00-18:00,15.13,81,Greenlots,22,"Type 2, CHAdeMO",2019,No,3.1,4,Monthly
EVS00285,41.977913,-87.652395,"3103 Chicago Ave, Chicago",AC Level 2,0.11,9:00-18:00,12.25,72,ChargePoint,22,"CCS, CHAdeMO",2017,No,4.9,4,Quarterly
EVS00286,55.854326,37.572693,"836 Moscow Ave, Moscow",AC Level 1,0.42,24/7,9.14,96,Ionity,22,"Tesla, CHAdeMO",2015,No,4.3,2,Quarterly
EVS00287,-33.78429,18.550749,"8540 Cape Town Ave, Cape Town",AC Level 2,0.3,24/7,12.97,60,Ionity,22,Type 2,2017,No,5.0,9,Quarterly
EVS00288,-33.825147,18.503257,"4873 Cape Town Ave, Cape Town",DC Fast Charger,0.3,6:00-22:00,7.47,87,ChargePoint,50,CHAdeMO,2017,No,3.7,8,Quarterly
EVS00289,43.631596,-79.39388,"2755 Toronto Ave, Toronto",DC Fast Charger,0.45,6:00-22:00,15.56,41,Tesla,150,"Type 2, CCS",2021,No,4.4,2,Annually
EVS00290,37.547003,127.093911,"1631 Seoul Ave, Seoul",AC Level 1,0.14,9:00-18:00,7.03,45,ChargePoint,50,CCS,2015,Yes,4.9,7,Monthly
EVS00291,38.047158,-123.505751,"6615 Random Rd, City 372, Country",AC Level 1,0.23,6:00-22:00,8.49,38,Tesla,22,Tesla,2011,Yes,3.2,4,Annually
EVS00292,34.05811,-118.349106,"6691 Los Angeles Ave, Los Angeles",DC Fast Charger,0.29,6:00-22:00,3.95,28,Greenlots,150,Type 2,2021,Yes,3.9,1,Annually
EVS00293,19.594068,-99.077188,"3691 Mexico City Ave, Mexico City",DC Fast Charger,0.41,9:00-18:00,16.52,50,ChargePoint,150,CHAdeMO,2014,Yes,4.5,2,Quarterly
EVS00294,43.749501,-79.452007,"676 Toronto Ave, Toronto",AC Level 2,0.24,9:00-18:00,12.75,73,Greenlots,350,Type 2,2017,No,3.6,9,Annually
EVS00295,41.96516,-87.643955,"9320 Chicago Ave, Chicago",AC Level 2,0.14,24/7,18.45,59,EVgo,22,CCS,2021,No,3.1,8,Annually
EVS00296,41.813587,-87.766195,"2013 Chicago Ave, Chicago",AC Level 2,0.41,9:00-18:00,14.98,96,Greenlots,350,CHAdeMO,2018,No,4.6,5,Monthly
EVS00297,19.059683,72.86582,"4198 Mumbai Ave, Mumbai",DC Fast Charger,0.23,6:00-22:00,1.82,75,ChargePoint,350,Tesla,2015,No,4.6,9,Quarterly
EVS00298,39.966761,116.389455,"4654 Beijing Ave, Beijing",AC Level 2,0.18,24/7,1.17,34,EVgo,22,"Tesla, Type 2",2014,Yes,3.8,6,Monthly
EVS00299,-23.577463,-46.562364,"7913 São Paulo Ave, São Paulo",AC Level 1,0.33,9:00-18:00,19.97,18,EVgo,350,"CCS, CHAdeMO",2022,Yes,4.1,9,Quarterly
EVS00300,39.839556,116.342671,"1120 Beijing Ave, Beijing",DC Fast Charger,0.3,24/7,11.71,32,Ionity,22,CHAdeMO,2011,Yes,3.1,9,Annually
